,dataset,method,qrcoef,abratio,replicate,cd,acc,times,memgb,n,k,length,gtee,ad,gtype
733,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,33,0,1,57.2,0.2185,101,1000,800,,,est
734,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,34,4,0,47.59,0.218756,101,1000,800,,,est
735,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,35,0,1,171.3,0.220104,101,1000,800,,,est
736,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,36,0,1,51.32,0.219268,101,1000,800,,,est
737,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,37,10,0,64.03,0.219776,101,1000,800,,,est
738,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,38,0,1,47.4,0.220052,101,1000,800,,,est
739,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,39,0,1,55.26,0.21988,101,1000,800,,,est
740,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,40,0,1,49.24,0.219072,101,1000,800,,,est
741,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,41,0,1,45.49,0.221124,101,1000,800,,,est
742,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,42,0,1,62.48,0.219856,101,1000,800,,,est
743,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,43,0,1,51.3,0.219524,101,1000,800,,,est
744,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,44,0,1,54.91,0.22018,101,1000,800,,,est
745,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,45,2,0,54.2,0.218872,101,1000,800,,,est
746,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,46,0,1,49.66,0.219224,101,1000,800,,,est
747,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,47,4,0,54.41,0.221112,101,1000,800,,,est
748,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,48,6,0,58.8,0.219972,101,1000,800,,,est
749,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-02,49,0,1,187.52,0.219212,101,1000,800,,,est
750,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,0,4,0,60.72,0.221508,101,1000,800,,,est
751,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,1,0,1,52.66,0.224944,101,1000,800,,,est
752,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,2,0,1,50.22,0.218516,101,1000,800,,,est
753,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,3,0,1,54.89,0.219704,101,1000,800,,,est
754,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,4,0,1,53.93,0.21978,101,1000,800,,,est
755,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,5,0,1,58.08,0.220536,101,1000,800,,,est
756,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,6,0,1,55.08,0.219352,101,1000,800,,,est
757,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,7,0,1,54.44,0.21974,101,1000,800,,,est
758,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,8,0,1,57.91,0.220356,101,1000,800,,,est
759,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,9,0,1,50.89,0.220144,101,1000,800,,,est
760,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,10,0,1,51.54,0.222244,101,1000,800,,,est
761,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,11,0,1,76.85,0.218676,101,1000,800,,,est
762,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,12,0,1,75.85,0.22032,101,1000,800,,,est
763,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,13,0,1,74.38,0.219496,101,1000,800,,,est
764,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,14,0,1,69.41,0.219336,101,1000,800,,,est
765,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,15,4,0,86.1,0.218452,101,1000,800,,,est
766,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,16,0,1,57.68,0.225056,101,1000,800,,,est
767,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,17,0,1,49.03,0.21896,101,1000,800,,,est
768,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,18,0,1,56.8,0.221416,101,1000,800,,,est
769,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,19,0,1,58.13,0.219496,101,1000,800,,,est
770,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,20,8,0,60.63,0.220344,101,1000,800,,,est
771,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,21,4,0,53.0,0.21996,101,1000,800,,,est
772,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,22,2,0,51.29,0.219508,101,1000,800,,,est
773,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,23,0,1,72.98,0.21996,101,1000,800,,,est
774,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,24,0,1,66.08,0.218484,101,1000,800,,,est
775,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,25,0,1,70.03999999999999,0.220324,101,1000,800,,,est
776,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,26,2,0,77.52,0.21878,101,1000,800,,,est
777,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,27,6,0,78.43,0.221656,101,1000,800,,,est
778,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,28,0,1,77.24,0.219916,101,1000,800,,,est
779,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,29,6,0,50.47,0.221012,101,1000,800,,,est
780,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,30,0,1,57.97,0.21992,101,1000,800,,,est
781,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,31,2,0,61.41,0.220036,101,1000,800,,,est
782,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,32,2,0,54.59,0.21992,101,1000,800,,,est
783,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,33,0,1,58.35,0.218336,101,1000,800,,,est
784,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,34,4,0,49.17,0.21894,101,1000,800,,,est
785,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,35,0,1,173.31,0.22,101,1000,800,,,est
786,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,36,0,1,56.54,0.220096,101,1000,800,,,est
787,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,37,10,0,64.51,0.219744,101,1000,800,,,est
788,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,38,0,1,50.31,0.218464,101,1000,800,,,est
789,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,39,0,1,52.94,0.2199,101,1000,800,,,est
790,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,40,0,1,58.35,0.22032,101,1000,800,,,est
791,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,41,0,1,53.37,0.221276,101,1000,800,,,est
792,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,42,0,1,63.45,0.22134,101,1000,800,,,est
793,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,43,0,1,52.57,0.221268,101,1000,800,,,est
794,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,44,0,1,62.68,0.219176,101,1000,800,,,est
795,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,45,2,0,55.76,0.21938,101,1000,800,,,est
796,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,46,0,1,52.78,0.218476,101,1000,800,,,est
797,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,47,4,0,60.86,0.22548,101,1000,800,,,est
798,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,48,6,0,61.2,0.219336,101,1000,800,,,est
799,ASTRAL-III,QR (LE),1.000000e-02,1.000000e-01,49,0,1,198.38,0.219508,101,1000,800,,,est
800,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,0,4,0,64.45,0.219532,101,1000,800,,,est
801,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,1,4,0,62.67,0.219636,101,1000,800,,,est
802,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,2,0,1,61.3,0.220088,101,1000,800,,,est
803,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,3,0,1,57.67,0.220164,101,1000,800,,,est
804,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,4,0,1,60.64,0.21834,101,1000,800,,,est
805,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,5,2,0,62.52,0.218492,101,1000,800,,,est
806,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,6,0,1,55.58,0.219768,101,1000,800,,,est
807,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,7,0,1,61.41,0.219512,101,1000,800,,,est
808,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,8,0,1,60.71,0.221068,101,1000,800,,,est
809,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,9,0,1,58.25,0.220784,101,1000,800,,,est
810,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,10,2,0,52.93,0.220884,101,1000,800,,,est
811,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,11,0,1,81.5,0.223188,101,1000,800,,,est
812,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,12,6,0,80.78999999999999,0.218748,101,1000,800,,,est
813,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,13,0,1,78.66,0.22086,101,1000,800,,,est
814,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,14,0,1,75.85,0.218992,101,1000,800,,,est
815,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,15,4,0,86.7,0.219636,101,1000,800,,,est
816,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,16,6,0,61.68,0.220008,101,1000,800,,,est
817,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,17,0,1,46.13,0.219208,101,1000,800,,,est
818,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,18,6,0,61.73,0.218364,101,1000,800,,,est
819,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,19,0,1,53.2,0.218908,101,1000,800,,,est
820,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,20,6,0,65.61,0.219868,101,1000,800,,,est
821,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,21,4,0,61.71,0.218868,101,1000,800,,,est
822,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,22,2,0,52.7,0.218956,101,1000,800,,,est
823,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,23,6,0,78.9,0.219988,101,1000,800,,,est
824,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,24,0,1,78.18,0.218448,101,1000,800,,,est
825,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,25,0,1,74.44,0.21842,101,1000,800,,,est
826,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,26,2,0,81.76,0.220864,101,1000,800,,,est
827,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,27,6,0,81.45,0.221868,101,1000,800,,,est
828,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,28,8,0,58.79,0.219444,101,1000,800,,,est
829,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,29,6,0,60.06,0.221028,101,1000,800,,,est
830,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,30,6,0,52.8,0.218184,101,1000,800,,,est
831,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,31,6,0,65.54,0.218488,101,1000,800,,,est
832,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,32,6,0,59.89,0.22094,101,1000,800,,,est
833,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,33,18,0,60.48,0.219336,101,1000,800,,,est
834,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,34,4,0,53.45,0.223164,101,1000,800,,,est
835,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,35,4,0,181.19,0.219228,101,1000,800,,,est
836,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,36,0,1,62.85,0.220192,101,1000,800,,,est
837,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,37,12,0,65.82,0.221336,101,1000,800,,,est
838,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,38,0,1,50.45,0.21902,101,1000,800,,,est
839,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,39,0,1,53.13,0.222384,101,1000,800,,,est
840,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,40,0,1,60.87,0.21882,101,1000,800,,,est
841,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,41,0,1,60.02,0.21862,101,1000,800,,,est
842,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,42,0,1,63.99,0.220032,101,1000,800,,,est
843,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,43,0,1,53.68,0.219056,101,1000,800,,,est
844,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,44,2,0,65.04,0.219124,101,1000,800,,,est
845,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,45,6,0,55.64,0.22046,101,1000,800,,,est
846,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,46,0,1,56.33,0.219496,101,1000,800,,,est
847,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,47,4,0,65.18,0.22006,101,1000,800,,,est
848,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,48,8,0,64.55,0.218564,101,1000,800,,,est
849,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+00,49,2,0,207.56,0.220648,101,1000,800,,,est
850,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,0,4,0,63.46,0.218528,101,1000,800,,,est
851,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,1,2,0,63.28,0.220208,101,1000,800,,,est
852,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,2,0,1,63.56,0.218896,101,1000,800,,,est
853,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,3,0,1,59.99,0.218856,101,1000,800,,,est
854,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,4,0,1,57.44,0.22178,101,1000,800,,,est
855,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,5,6,0,56.79,0.21848,101,1000,800,,,est
856,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,6,0,1,61.41,0.219396,101,1000,800,,,est
857,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,7,0,1,62.13,0.22378,101,1000,800,,,est
858,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,8,12,0,62.42,0.219868,101,1000,800,,,est
859,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,9,0,1,53.98,0.220136,101,1000,800,,,est
860,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,10,10,0,52.96,0.22182,101,1000,800,,,est
861,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,11,0,1,84.39,0.218332,101,1000,800,,,est
862,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,12,6,0,81.08,0.219516,101,1000,800,,,est
863,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,13,0,1,78.98,0.220228,101,1000,800,,,est
864,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,14,4,0,76.31,0.218624,101,1000,800,,,est
865,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,15,18,0,88.07,0.225444,101,1000,800,,,est
866,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,16,6,0,62.95,0.21966,101,1000,800,,,est
867,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,17,0,1,73.06,0.219228,101,1000,800,,,est
868,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,18,8,0,55.58,0.218352,101,1000,800,,,est
869,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,19,2,0,60.73,0.226616,101,1000,800,,,est
870,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,20,16,0,66.32,0.220244,101,1000,800,,,est
871,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,21,8,0,56.81,0.218744,101,1000,800,,,est
872,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,22,4,0,61.56,0.221012,101,1000,800,,,est
873,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,23,6,0,82.18,0.22216,101,1000,800,,,est
874,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,24,2,0,80.46000000000001,0.219128,101,1000,800,,,est
875,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,25,10,0,78.14,0.22096,101,1000,800,,,est
876,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,26,10,0,85.13,0.218656,101,1000,800,,,est
877,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,27,6,0,83.03,0.221176,101,1000,800,,,est
878,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,28,8,0,59.1,0.219244,101,1000,800,,,est
879,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,29,6,0,61.32,0.218856,101,1000,800,,,est
880,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,30,6,0,59.44,0.221536,101,1000,800,,,est
881,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,31,8,0,65.78,0.224952,101,1000,800,,,est
882,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,32,16,0,54.13,0.22026,101,1000,800,,,est
883,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,33,10,0,59.81,0.218212,101,1000,800,,,est
884,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,34,10,0,53.52,0.221884,101,1000,800,,,est
885,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,35,16,0,186.88,0.21822,101,1000,800,,,est
886,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,36,0,1,63.8,0.218636,101,1000,800,,,est
887,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,37,12,0,65.76,0.219408,101,1000,800,,,est
888,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,38,0,1,57.72,0.22168,101,1000,800,,,est
889,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,39,0,1,60.11,0.219192,101,1000,800,,,est
890,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,40,0,1,61.67,0.220396,101,1000,800,,,est
891,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,41,4,0,59.63,0.219964,101,1000,800,,,est
892,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,42,2,0,64.59,0.218568,101,1000,800,,,est
893,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,43,0,1,55.24,0.221628,101,1000,800,,,est
894,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,44,2,0,65.32,0.218908,101,1000,800,,,est
895,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,45,6,0,60.39,0.218692,101,1000,800,,,est
896,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,46,0,1,59.54,0.220108,101,1000,800,,,est
897,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,47,4,0,67.42,0.21982,101,1000,800,,,est
898,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,48,6,0,63.87,0.221444,101,1000,800,,,est
899,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+01,49,2,0,214.9,0.221388,101,1000,800,,,est
900,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,0,4,0,61.65,0.218392,101,1000,800,,,est
901,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,1,4,0,63.98,0.21998,101,1000,800,,,est
902,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,2,0,1,56.81,0.218296,101,1000,800,,,est
903,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,3,0,1,60.93,0.220272,101,1000,800,,,est
904,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,4,0,1,61.36,0.223156,101,1000,800,,,est
905,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,5,6,0,62.4,0.220008,101,1000,800,,,est
906,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,6,0,1,60.49,0.219708,101,1000,800,,,est
907,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,7,0,1,56.44,0.219836,101,1000,800,,,est
908,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,8,12,0,55.2,0.219296,101,1000,800,,,est
909,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,9,2,0,61.51,0.221072,101,1000,800,,,est
910,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,10,10,0,52.49,0.220132,101,1000,800,,,est
911,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,11,0,1,83.66,0.218552,101,1000,800,,,est
912,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,12,6,0,81.17,0.219624,101,1000,800,,,est
913,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,13,0,1,83.0,0.220092,101,1000,800,,,est
914,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,14,4,0,77.71000000000001,0.220648,101,1000,800,,,est
915,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,15,4,0,87.48,0.221468,101,1000,800,,,est
916,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,16,6,0,63.78,0.219956,101,1000,800,,,est
917,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,17,0,1,52.51,0.221284,101,1000,800,,,est
918,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,18,8,0,62.65,0.219784,101,1000,800,,,est
919,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,19,18,0,54.79,0.221612,101,1000,800,,,est
920,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,20,12,0,57.69,0.219936,101,1000,800,,,est
921,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,21,4,0,64.32,0.219004,101,1000,800,,,est
922,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,22,4,0,61.65,0.219108,101,1000,800,,,est
923,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,23,6,0,83.45,0.22216,101,1000,800,,,est
924,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,24,4,0,82.89,0.2195,101,1000,800,,,est
925,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,25,10,0,76.9,0.219792,101,1000,800,,,est
926,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,26,10,0,83.82,0.21938,101,1000,800,,,est
927,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,27,2,0,83.89,0.222952,101,1000,800,,,est
928,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,28,14,0,60.33,0.21946,101,1000,800,,,est
929,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,29,12,0,60.99,0.219476,101,1000,800,,,est
930,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,30,6,0,59.06,0.220072,101,1000,800,,,est
931,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,31,8,0,67.06,0.220884,101,1000,800,,,est
932,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,32,16,0,60.03,0.218544,101,1000,800,,,est
933,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,33,14,0,63.22,0.218288,101,1000,800,,,est
934,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,34,18,0,53.95,0.218628,101,1000,800,,,est
935,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,35,6,0,187.17,0.219012,101,1000,800,,,est
936,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,36,0,1,57.01,0.219244,101,1000,800,,,est
937,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,37,6,0,65.81,0.219488,101,1000,800,,,est
938,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,38,0,1,58.7,0.220468,101,1000,800,,,est
939,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,39,2,0,61.75,0.218724,101,1000,800,,,est
940,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,40,4,0,62.03,0.222004,101,1000,800,,,est
941,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,41,4,0,61.1,0.220084,101,1000,800,,,est
942,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,42,2,0,66.2,0.223252,101,1000,800,,,est
943,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,43,0,1,60.61,0.218896,101,1000,800,,,est
944,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,44,2,0,65.97,0.220168,101,1000,800,,,est
945,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,45,6,0,60.43,0.22172,101,1000,800,,,est
946,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,46,0,1,59.12,0.220724,101,1000,800,,,est
947,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,47,10,0,66.21,0.220336,101,1000,800,,,est
948,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,48,14,0,64.41,0.220072,101,1000,800,,,est
949,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+02,49,2,0,214.41,0.220792,101,1000,800,,,est
950,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,0,4,0,63.49,0.225248,101,1000,800,,,est
951,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,1,4,0,61.79,0.22002,101,1000,800,,,est
952,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,2,0,1,63.12,0.218624,101,1000,800,,,est
953,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,3,0,1,59.66,0.221704,101,1000,800,,,est
954,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,4,0,1,63.03,0.21988,101,1000,800,,,est
955,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,5,6,0,61.13,0.21908,101,1000,800,,,est
956,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,6,0,1,61.3,0.22156,101,1000,800,,,est
957,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,7,0,1,59.88,0.21954,101,1000,800,,,est
958,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,8,4,0,55.87,0.22078,101,1000,800,,,est
959,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,9,0,1,60.58,0.219832,101,1000,800,,,est
960,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,10,10,0,52.81,0.219948,101,1000,800,,,est
961,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,11,0,1,85.05,0.220012,101,1000,800,,,est
962,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,12,6,0,81.06,0.225408,101,1000,800,,,est
963,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,13,0,1,80.63,0.219132,101,1000,800,,,est
964,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,14,4,0,79.23,0.21936,101,1000,800,,,est
965,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,15,2,0,87.35,0.219528,101,1000,800,,,est
966,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,16,6,0,88.89,0.218832,101,1000,800,,,est
967,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,17,0,1,52.12,0.22004,101,1000,800,,,est
968,ASTRAL-III,QR (LE),1.000000e-02,1.000000e+03,18,8,0,64.79,0.218884,101,1000,800,,,est
